candidate_scope,candidate_id,candidate_label,source_id,source_family,evidence_level,candidate_type,decision_status,decision_class,decision_predicate,rationale,assumptions_or_heuristics,reviewer_or_role,source_artifact,linked_artifact,evidence_detail
source_candidate,sssom,Simple Standard for Sharing Ontological Mappings (SSSOM),sssom,mapping_standard,structured_non_rdf,mapping_standard,included,included,mapping-publication-standard,"SSSOM directly supports reviewable, publishable ontology mapping tables alongside UOGTO RDF/Turtle alignments.",Specification fields can evolve; TSV outputs should keep a documented SSSOM version and local validation.,"evidence_curation_researcher,reproducibility_curator,ontology_peer_reviewer",docs/article-hardening/source-extension-inventory.json,https://mapping-commons.github.io/sssom/,"{""licence"":{""disposition"":""needs_licence_review"",""name"":""unspecified"",""url"":null},""mapping_relevance"":""high"",""parseability"":""structured_non_rdf"",""search_record_ids"":[""phase2-mapping-standards""],""uogto_module_relevance"":[""alignments"",""article-hardening"",""ontology-comparison""]}"
source_candidate,stanford_gdl,Stanford Game Description Language,stanford_gdl,game_description_language,literature_only,formal_language,included,included,game-formalism-comparator,"GDL captures game rules, legal moves, states, roles, goals, and terminal conditions that overlap UOGTO game specification semantics.",Use metadata/literature unless a redistributable grammar or corpus is explicitly acquired later.,"game_theory_gap_researcher,evidence_curation_researcher",docs/article-hardening/source-extension-inventory.json,http://games.stanford.edu/gdl.html,"{""licence"":{""disposition"":""metadata_only"",""name"":""unspecified"",""url"":null},""mapping_relevance"":""high"",""parseability"":""literature_or_documentation"",""search_record_ids"":[""phase2-game-description""],""uogto_module_relevance"":[""rules"",""states"",""actions"",""outcomes""]}"
source_candidate,sysml,Systems Modeling Language,sysml,systems_engineering,structured_non_rdf,standard_language,included,included,systems-modelling-context,SysML is an adjacent systems-modelling standard useful for context around model structure and requirements.,Likely too broad for term-level mapping without a narrow use case.,"standards_landscape_researcher,methods_editor",docs/article-hardening/source-extension-inventory.json,https://www.omg.org/spec/SysML/,"{""licence"":{""disposition"":""metadata_only"",""name"":""OMG terms"",""url"":null},""mapping_relevance"":""low"",""parseability"":""structured_non_rdf"",""search_record_ids"":[""phase2-physical-modelling""],""uogto_module_relevance"":[""models"",""requirements"",""systems""]}"
source_candidate,vimmp_ontologies,Virtual Materials Marketplace Ontologies,vimmp_ontologies,modelling_simulation_interoperability,metadata_only,ontology_family,included,included,baseline-comparator,"VIMMP ontologies model services, models, interactions, and marketplace semantics around computational modelling.",Imported from completed ontology-comparison baseline; licence and acquisition status remain as recorded there.,"evidence_curation_researcher,reproducibility_curator",docs/article-hardening/source-extension-inventory.json,https://github.com/virtual-materials-marketplace,"{""licence"":{""disposition"":""needs_licence_review"",""name"":""not_recorded"",""redistribution_risk"":""medium"",""url"":null},""mapping_relevance"":""medium"",""parseability"":""metadata_only"",""search_record_ids"":[""phase2-baseline-comparison""],""uogto_module_relevance"":[""models"",""execution-bindings""]}"
source_candidate,xmile,XMILE System Dynamics Standard,xmile,system_dynamics,structured_non_rdf,schema_standard,included,included,baseline-comparator,XMILE captures stock-flow/system-dynamics model structure and is relevant to UOGTO dynamic and simulation modules.,Imported from completed ontology-comparison baseline; licence and acquisition status remain as recorded there.,"evidence_curation_researcher,reproducibility_curator",docs/article-hardening/source-extension-inventory.json,https://www.oasis-open.org/standard/xmile-v1-0/,"{""licence"":{""disposition"":""metadata_only"",""name"":""not_recorded"",""redistribution_risk"":""medium"",""url"":null},""mapping_relevance"":""high"",""parseability"":""structured_non_rdf"",""search_record_ids"":[""phase2-baseline-comparison""],""uogto_module_relevance"":[""dynamics"",""continuous-games""]}"
mapping_candidate,candidate-cb875d9fcc5d407e,has end -> hasLens,owl_time,uogto_extensions_compositional-open-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasEnd,"{""definition_similarity"": 0.2529, ""embedding_similarity"": 0.2965, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.8, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-2bb48dfdd3f36956,Temporal entity -> TemporalProperty,owl_time,uogto_extensions_verification-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#TemporalEntity,"{""definition_similarity"": 0.2609, ""embedding_similarity"": 0.276, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.75, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0714, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-4066620a34b739d0,Temporal position -> TemporalProperty,owl_time,uogto_extensions_verification-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#TemporalPosition,"{""definition_similarity"": 0.3571, ""embedding_similarity"": 0.3043, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.7059, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-5055b78966d60cd2,has end -> hasDesigner,owl_time,uogto_extensions_information-design,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasEnd,"{""definition_similarity"": 0.3711, ""embedding_similarity"": 0.2965, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6316, ""normalized_label"": false, ""property_signature_similarity"": 0.0588, ""source_reliability"": 1.0, ""structural_similarity"": 0.0588, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-e24935661b4d45ca,has temporal duration -> hasAllocation,owl_time,uogto_extensions_matching-allocation,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasTemporalDuration,"{""definition_similarity"": 0.383, ""embedding_similarity"": 0.2722, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6286, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-b47265eeb9334318,has end -> has role,owl_time,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasEnd,"{""definition_similarity"": 0.3133, ""embedding_similarity"": 0.3381, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6667, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-7fdb5a0913958099,has end -> hasESS,owl_time,uogto_extensions_evolutionary-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasEnd,"{""definition_similarity"": 0.2037, ""embedding_similarity"": 0.276, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.7143, ""normalized_label"": false, ""property_signature_similarity"": 0.0556, ""source_reliability"": 1.0, ""structural_similarity"": 0.0556, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-fe8642b326846565,has duration -> has transition,owl_time,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/2006/time#hasDuration,"{""definition_similarity"": 0.1704, ""embedding_similarity"": 0.2166, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.7692, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
